X,Y,OBJECTID,STATUS,ORIG_PERMIT,CURRENT_PERMITNUM,CONSULTNUM,X_COORD,Y_COORD,BORE_DEPTH,BORE_DIAMETER,SCREEN_INTERVAL,WELL_TYPE_VALUE,WELL_PURPOSE_VALUE,GlobalID,CASING_DEPTH,CASING_DIAMETER,WELL_NBR,WATER_SYSTEM_NAME
-121.836742666088,37.3147449434608,65,Other - Active,91W1934,91W1934,RW-1,6172939.0,1939850.0,33.0,,,Water Production,Municipal,e87f84d3-e6f3-4f16-98c8-70a65fd72138,30.0,6.0,07S01E23D004,SAN JOSE WATER
-121.821806399418,37.3005537075907,73,Other - Active,,06D00055,EW-1C,6177210.0,1934621.0,80.0,,,Water Production,Municipal,6bd5aadc-7750-486a-a51c-f59865c6fcc1,,0.0,07S01E25D003,SAN JOSE WATER
-121.822114960837,37.3007494317113,78,Destroyed,97W00433,D20150430001,MW 9P,6177121.0,1934694.0,70.0,,,Water Production,Municipal,0cbc336d-8819-4482-9c93-4edd15355df7,,4.0,07S01E25D013,SAN JOSE WATER
-121.821794272162,37.3005326646146,86,Other - Active,98W00639,06D00054,EW-1AB,6177213.0,1934614.0,68.0,,,Water Production,Municipal,b694f6b2-a0f5-426f-8db6-74ef59ad4b74,,4.0,07S01E25D022,SAN JOSE WATER
-121.97053355566,37.2590811961138,101,Water Supply - Active,C20160105002,C20160105002, ,6133717.25824686,1920168.52584622,610.0,42.0,320 - 600,Water Production,Municipal,79ea9e67-99dd-4fdd-9cfd-6b6278887364,600.0,16.0,08S01W04R003,SAN JOSE WATER
-121.83361873067,37.2940886207872,109,Destroyed,99W00007,13D00004,MW-10,6173741.0,1932317.0,0.0,,,Water Production,Municipal,2d341b16-2b99-4605-9515-0c78b9bdced2,,6.0,07S01E26L043,SAN JOSE WATER
-122.00524771553,37.3352861655756,243,Destroyed,86W0119,86W0119,4A,6124062.0,1948072.0,118.0,,,Water Production,Municipal,16f61e75-b7ed-44d7-a0f8-a27d2610a530,86.0,2.0,07S01W07J002,CWSC LOS ALTOS SUBURBAN
-122.004016152225,37.3357665068506,249,Extraction (Env) - Active,86W1003,86W1003,12A,6124423.0,1948241.0,126.0,,,Water Production,Municipal,fbe10bff-4f84-492f-baf7-0517f3d8b447,,4.0,07S01W08M011,CWSC LOS ALTOS SUBURBAN
-122.005104395615,37.3356828993068,250,Other - Active,86W1000,86W1000,9A,6124106.0,1948216.0,125.0,,,Water Production,Municipal,b5c1e794-14a6-42ad-90bd-4f6ed4c99187,124.0,4.0,07S01W08M031,CWSC LOS ALTOS SUBURBAN
-122.00498012178,37.3375121110023,254,Extraction (Env) - Active,86W1895,86W1895,H 5B,6124153.0,1948881.0,140.0,,,Water Production,Municipal,f49bdfa2-82f4-4ba5-9d3a-411314599feb,,4.0,07S01W07J001,CWSC LOS ALTOS SUBURBAN
-122.003895693535,37.3357393612112,257,Other - Active,87W0774,87W0774,E17A-R,6124458.0,1948231.0,112.0,,,Water Production,Municipal,e8e8e9d8-d0c2-4f3f-ae2a-2089c2682650,110.0,5.0,07S01W08M007,CWSC LOS ALTOS SUBURBAN
-122.004791922931,37.3363663496974,264,Extraction (Env) - Active,87W1415,87W1415,W21A,6124201.0,1948463.0,132.0,,,Water Production,Municipal,df9dd37f-9c0a-4a25-8a43-13683b07f98f,,4.0,07S01W08M021,CWSC LOS ALTOS SUBURBAN
-122.004829625224,37.337555246162,268,Extraction (Env) - Active,89W0428,89W0428,LF-6A,6124197.0,1948896.0,120.0,,,Water Production,Municipal,7990ee23-c1a7-4959-adbc-c1271f8132cd,,4.0,07S01W07J003,CWSC LOS ALTOS SUBURBAN
-121.866544088789,37.3227905265036,293,Destroyed,91W2071,D20221122006,EX-15,6164317.0,1942904.0,39.0,,,Water Production,Municipal,9473e9e9-d055-4261-ad19-1ce75c8c66f7,37.0,4.0,07S01E16K003,SAN JOSE WATER
-121.866810840818,37.322790171462,296,Destroyed,91W2072,D20221122007,EX-16,6164239.0,1942905.0,42.0,,,Water Production,Municipal,13d6a0e7-72ca-4b13-8a72-c5e8e714600f,38.0,4.0,07S01E16K004,SAN JOSE WATER
-121.866536218649,37.3196208555145,297,Destroyed,91W2061,D20221122005,EX-1,6164302.0,1941750.0,39.0,,,Water Production,Municipal,6fa59a8d-4a4b-4745-aae9-007170ff9ac6,36.0,4.0,07S01E16Q002,SAN JOSE WATER
-121.867377142366,37.3227215498206,298,Water Supply - Active,91W2074,91W2074,EX-19,6164074.0,1942882.0,0.0,,,Water Production,Municipal,7d2a1113-27c9-40c5-82d4-3dfbf853a2c6,39.0,4.0,07S01E16K007,SAN JOSE WATER
-121.866365421964,37.3228832637383,299,Destroyed,91W2055,D20221129004,P-26,6164369.0,1942937.0,37.0,,,Water Production,Municipal,aeb39459-0ee2-412d-8500-70b01b42fd04,34.0,2.0,07S01E16K017,SAN JOSE WATER
-121.865194170648,37.3227815518804,300,Destroyed,91W2066,D20221122010,EX-10,6164709.0,1942895.0,41.0,,,Water Production,Municipal,d5707167-972a-4974-9b3c-7d3c4e321214,38.0,4.0,07S01E16K015,SAN JOSE WATER
-121.864932934276,37.3227900885952,301,Destroyed,91W2065,D20221122009,EX-9,6164785.0,1942897.0,42.0,,,Water Production,Municipal,9963bf92-501f-4591-bdfb-d814987499ed,40.0,4.0,07S01E16K016,SAN JOSE WATER
-121.866664654378,37.3197746634318,302,Other - Active,91W2050,D20221122001,P-21,6164265.0,1941807.0,37.0,,,Water Production,Municipal,5c49105a-d8ef-4ec9-8917-a7bafc16c5d6,34.0,2.0,07S01E16Q003,SAN JOSE WATER
-121.866677185876,37.3228164523933,303,Destroyed,91W2054,D20221129003,P-25,6164278.0,1942914.0,38.0,,,Water Production,Municipal,1a01c8e3-c65d-4231-be5b-f7ac0d58d018,33.0,2.0,07S01E16K009,SAN JOSE WATER
-121.865316050473,37.3228928277033,304,Other - Active,91W2059,91W2059,P-30,6164674.0,1942936.0,43.0,,,Water Production,Municipal,9a1e50a7-00d7-4187-b7a0-2d238bc4fa64,36.0,2.0,07S01E16K012,SAN JOSE WATER
-121.865055586651,37.3228034751622,305,Other - Active,91W2060,91W2060,P-31,6164749.0,1942902.0,38.0,,,Water Production,Municipal,6da5e5c1-0a6a-4759-946a-e4ab111841bc,35.0,2.0,07S01E16K013,SAN JOSE WATER
-121.864667703993,37.3145824232819,343,Destroyed,94W0244,14D00574,EW-1,6164819.0,1939908.0,30.0,,,Water Production,Municipal,3ed9cad8-ce14-450f-8c0d-bfd7b18084cd,,6.0,07S01E21B001,SAN JOSE WATER
-121.85547073864,37.3312511534544,362,Destroyed,95W00225,98D00267,EW-2,6167581.0,1945937.0,30.0,,,Water Production,Municipal,e95477a4-66e8-492d-a2a7-ddf2aa1010df,,4.0,07S01E10N009,SAN JOSE WATER
-121.83741429151,37.3153957708244,383,Destroyed,89W1118,89W1118,MW-9 TULLY,6172748.0,1940089.0,24.0,,,Water Production,Municipal,644eeb8a-e649-4844-a9c7-6ca441bb14cf,,4.0,07S01E23D022,SAN JOSE WATER
-121.944534251501,37.2858458926694,458,Destroyed,,93D0118, ,6141434.0,1929795.0,0.0,,,Water Production,Municipal,4954ab52-2e23-44dd-8d06-7f742d576469,,0.0,07S01W35C003,SAN JOSE WATER
-121.889399882342,37.423901769061,601,Other - Active,87W0441,D20150610001,E-6S,6158218.0,1979813.0,24.0,,,Water Production,Municipal,86576f2b-edb4-4018-932b-dd78a54ff201,,5.0,06S01E08L006,CITY OF MILPITAS
-121.888443862877,37.4242549354301,605,Destroyed,88W0366,12D00467,E-5S,6158497.0,1979937.0,0.0,,,Water Production,Municipal,000b69a7-1323-479f-88f7-7227b5f7d31c,,4.0,06S01E08L007,CITY OF MILPITAS
-121.635981280631,37.1369169984474,613,Destroyed,,92D0168, ,6230532.0,1874335.0,0.0,,,Water Production,Municipal,adb75d70-29d5-40fc-a430-be3810f55e1f,,0.0,09S03E22M006,CITY OF MORGAN HILL
-121.631398614142,37.1405381269467,617,Water Supply - Active,86W1304,86W1304,DIANA #2,6231884.0,1875638.0,366.0,,,Water Production,Municipal,d600d714-571c-4cc1-a549-7cd645592db1,350.0,18.0,09S03E22F006,CITY OF MORGAN HILL
-121.890093220044,37.4245295539956,618,Destroyed,91W0906,10D00096,E-13S,6158020.0,1980044.0,38.0,,,Water Production,Municipal,1682c8ff-304a-45ae-be3c-d772fc3b22e6,,5.0,06S01E08M004,CITY OF MILPITAS
-122.080302017705,37.4120670755999,668,Water Supply - Active,87W0711,87W0711,T-32I,6102716.0,1976384.0,54.0,,,Water Production,Municipal,46e9bf4c-1c9d-45be-9a80-341638aae55f,,6.0,06S02W16H003,CITY OF MOUNTAIN VIEW
-122.084424108066,37.4119583871801,677,Destroyed,90W0334,04D01038,WSD-8,6101519.0,1976364.0,15.0,,,Water Production,Municipal,f7f8e2ae-e875-436e-b60e-f2c5be5d2a47,,4.0,06S02W16G014,CITY OF MOUNTAIN VIEW
-122.077872848311,37.4063954411012,682,Destroyed,89W0129,08D00246,MW 7,6103387.0,1974307.0,21.0,,,Water Production,Municipal,fff4030a-9eb0-48f8-bd25-8d393d839197,,4.0,06S02W15N012,CITY OF MOUNTAIN VIEW
-122.077875924143,37.4065409829173,683,Destroyed,91W0869,08D00236,RW-2,6103387.0,1974360.0,21.0,,,Water Production,Municipal,c36e6603-1597-4545-8e5c-263ec4b4b722,,6.0,06S02W15M025,CITY OF MOUNTAIN VIEW
-121.843463931112,37.340019575827,690,Destroyed,92W0373,12D00509,S-4,6171117.0,1949079.0,28.0,,,Water Production,Municipal,23ac5b9d-5728-4c33-994e-3fb60e018aa8,,4.0,07S01E10H018,SAN JOSE WATER
-121.812690517799,37.3085875174901,708,Destroyed,96W00064,D20220415003,7002/MW 1A,6179902.0,1937509.0,65.0,,,Water Production,Municipal,486db3d1-6be1-4b51-b68e-fedf9c3c839f,65.0,2.0,07S01E24K021,CITY OF SAN JOSE - EVG/EDV/COY
-121.812484842226,37.3076449409662,709,Destroyed,96W00061,D20220415006,7002/MW 8A,6179957.0,1937165.0,65.0,,,Water Production,Municipal,5adfcfd4-e497-4735-a8f5-c07a91dd521f,65.0,2.0,07S01E24K019,CITY OF SAN JOSE - EVG/EDV/COY
-121.842391092931,37.3399295523017,720,Destroyed,93W0750,08D00451,MW-7 11238,6171429.0,1949042.0,21.0,,,Water Production,Municipal,0ed22085-573d-4626-ae3e-d4992805e796,,2.0,07S01E10H008,SAN JOSE WATER
-121.842570369713,37.3395757314549,722,Destroyed,93W0748,07D00989,MW-5 11238,6171375.0,1948914.0,21.0,,,Water Production,Municipal,f9c425b1-1380-476c-a92d-b8229ba11576,,2.0,07S01E10H006,SAN JOSE WATER
-122.07767523961,37.4066580201335,734,Destroyed,91W0871,08D00234,RW-7,6103446.0,1974402.0,21.0,,,Water Production,Municipal,167be225-239b-4ba7-959b-0d4ffaba219e,,6.0,06S02W15M023,CITY OF MOUNTAIN VIEW
-122.077760074709,37.4065174764082,735,Destroyed,89W0131,08D00244,MW 6,6103421.0,1974351.0,21.0,,,Water Production,Municipal,4267d652-21fd-4190-bf64-a3d1fd06d647,,4.0,06S02W15N009,CITY OF MOUNTAIN VIEW
-121.843663053475,37.3401366290317,769,Other - Active,90W0397,D20150310003,MW-2,6171060.0,1949123.0,30.0,,,Water Production,Municipal,797fdff8-68c3-4963-b3fa-eae4f5b7f945,,4.0,07S01E10H012,SAN JOSE WATER
-121.803438378819,37.2570584115066,786,Destroyed,91W2025,11D00067,AR-1 2092,6182331.0,1918711.0,45.0,,,Water Production,Municipal,0e1f9530-b8e7-4c4f-b8fc-02c699a17202,,6.0,08S02E07D007,GREAT OAKS WC INC
-121.805269576559,37.2577153549318,797,Destroyed,,95D00806,R-1,6181802.0,1918958.0,48.0,,,Water Production,Municipal,5b01fac3-e482-498e-97a1-ca2f4150f4d0,,4.0,08S01E12A003,GREAT OAKS WC INC
-121.844703377134,37.3385665840731,889,Destroyed,95W01180,08D00312,EW 2,6170749.0,1948556.0,20.0,,,Water Production,Municipal,ee924742-05ec-415c-a2aa-2504da972c9c,,4.0,07S01E10J005,SAN JOSE WATER
-121.614123799226,37.1387030455904,903,Water Supply - Active,C20150706004,C20150706004,JACKSON #3,6236911.06565795,1874909.05199056,450.0,42.0,160 - 420,Water Production,Municipal,cd55dcd7-b26b-4a39-897c-6565d4963101,450.0,16.0,09S03E23F004,CITY OF MORGAN HILL
-121.569076313254,37.0206157827266,918,Other - Active,97W00549,97W00549,5,6249550.0,1831763.0,0.0,,,Water Production,Municipal,815d5225-dcc3-4832-b207-b0366e688d92,,0.0,10S04E31K006,CITY OF GILROY
-121.645799968196,37.1376354471343,1035,Water Supply - Active,,,EAST MAIN NO 1,6227673.56823632,1874631.78501526,240.0,50.0,150 - 220,Water Production,Municipal,efeab1fd-3972-4081-8298-23332ccf3ee1,230.0,16.0,09S03E21G009,CITY OF MORGAN HILL
-121.943887417784,37.3868267367418,1095,Other - Active,97W00382,97W00382,EW-2,6142189.0,1966555.0,18.0,,,Water Production,Municipal,b15b70fc-1f6d-441e-8977-6a7fe18c743b,,8.0,06S01W26C013,CITY OF SANTA CLARA
-121.976992048193,37.2355605207357,1107,Destroyed,90W1331,10D00683,MW-3,6131703.0,1911635.0,30.0,,,Water Production,Municipal,aa7e72fb-1370-4106-b144-dc3f5dc9ea96,,4.0,08S01W16L005,SAN JOSE WATER
-121.955991506568,37.364590866074,1135,Destroyed,94W0310,94W0310,MW2,6138547.0,1958514.0,20.0,,,Water Production,Municipal,503df0cc-18e8-458c-ab30-309ba381b62d,,4.0,06S01W34K025,CITY OF SANTA CLARA
-121.910994548136,37.3836908969604,1391,Destroyed,92W0112,05D00284,EW-1,6151727.0,1965267.0,33.0,,,Water Production,Municipal,453db852-3a33-4209-98f6-bd2e26b945b7,,6.0,06S01E30E002,SAN JOSE WATER
-121.933469695858,37.302599847363,1418,Water Supply - Active,C20170421001,C20170421001,PW-10,6144745.30431766,1935844.46364297,830.0,48.0,300 - 810,Water Production,Municipal,577be8d2-58a0-440b-b220-63598aa575ff,820.0,,07S01W23R036,SAN JOSE WATER
-121.888148627068,37.4073619492922,1431,Destroyed,92W1052,14D00156,MW-9,6158492.0,1973786.0,0.0,,,Water Production,Municipal,8ef9579c-6109-447c-9cd3-7a3f2ba65fc9,,6.0,06S01E17L002,SAN JOSE WATER
-121.851846074197,37.3291608162997,1435,Water Supply - Active,C20151228003,C20151228003,PW-3,6168623.44550883,1945161.11381466,720.0,48.0,245 - 674,Water Production,Municipal,b91746f6-7d02-410f-bf5f-be0c7284b12e,720.0,18.6,07S01E15C013,SAN JOSE WATER
-121.78395732043,37.2407368479527,1442,Water Supply - Standby,C20160914001,S25-0028,,6187919.21878339,1912690.72286823,16.0,330.0,150 - 310,Water Production,Municipal,f9dede7b-9e0a-4452-ad10-48a5aeff9314,320.0,8.0,08S02E17E005,GREAT OAKS WC INC
-121.856749044882,37.3439274221313,1497,Destroyed,91W1002,00D01028,EW-1,6167276.0,1950558.0,20.0,,,Water Production,Municipal,f2407676-647a-4961-9397-73670867fc90,,6.0,07S01E10D003,SAN JOSE WATER
-122.103445370964,37.421812003501,1529,Other - Active,89W1084,89W1084,RW2A,6096057.0,1980046.0,29.0,,,Water Production,Municipal,32a413b2-b342-4169-8356-f66857cd1ce0,27.0,4.0,06S02W08K049,CITY OF PALO ALTO
-122.103116944201,37.4218128831566,1532,Destroyed,97W01136,14D00450,RW-2A,6096152.0,1980044.0,0.0,,,Water Production,Municipal,e747e9e0-8b1b-47f1-b123-6eec746e1a38,,0.0,06S02W08K094,CITY OF PALO ALTO
-122.103140609419,37.4217359607018,1533,Destroyed,97W01138,14D00452,RW-2B,6096145.0,1980016.0,0.0,,,Water Production,Municipal,581f7126-9e62-4f2b-8b5d-d87bad0f4ded,,0.0,06S02W08K096,CITY OF PALO ALTO
-121.911927646187,37.4263431125884,1544,Destroyed,91W0621,97D01335,W-13,6151690.0,1980799.0,26.0,,,Water Production,Municipal,eadef47e-e938-43a0-8724-1c9f2a265cb2,,6.0,06S01E07E005,CITY OF MILPITAS
-121.996001770434,37.3964723372115,1586,Destroyed,91W2338,D20150713003,EW-2,6127106.0,1970304.0,30.0,,,Water Production,Municipal,8492da67-c7c9-4cc6-b03b-de753e996405,,6.0,06S01W20F003,CITY OF SUNNYVALE
-121.996190804716,37.3964561926035,1587,Destroyed,91W2337,D20150713002,EW-1,6127051.0,1970299.0,25.0,,,Water Production,Municipal,f5bfcb68-cdab-4289-8b5d-6abd856122c9,,6.0,06S01W20F002,CITY OF SUNNYVALE
-121.996149886455,37.3964759419505,1593,Destroyed,91W0972,D20150713001,RW-1,6127063.0,1970306.0,33.0,,,Water Production,Municipal,31196a3b-c134-4804-b10a-18b4383496a9,,4.0,06S01W20F001,CITY OF SUNNYVALE
-121.830558049224,37.2516593543887,1613,Destroyed,89W2071,89W2071,MW-1 11229,6174411.0,1916857.0,30.0,,,Water Production,Municipal,aeda5041-3027-422e-95fb-e755be58309a,,4.0,08S01E11G006,GREAT OAKS WC INC
-121.830616044459,37.2516040413461,1617,Destroyed,92W1989,14D00135,RW-1,6174394.0,1916837.0,0.0,,,Water Production,Municipal,d9ce2df1-44bd-41ae-8223-b42a7f14fead,,6.0,08S01E11G002,GREAT OAKS WC INC
-121.851122658204,37.2391879516189,1662,Destroyed,95W00142,13D00372,RW-1,6168361.0,1912402.0,0.0,,,Water Production,Municipal,c5e74ce3-4eff-4b39-9663-b7f4434fb286,,6.0,08S01E15F027,SAN JOSE WATER
-121.965657297279,37.2947142552258,1723,Destroyed,91W1687,96D01111,RW-17,6135340.0,1933119.0,80.0,,,Water Production,Municipal,1802fc1f-39bb-478e-85cd-7fda4b6671a0,,6.0,07S01W27E004,SAN JOSE WATER
-121.954611137337,37.2717005525283,1744,Destroyed,99W00414,04D00826,MW-3,6138422.0,1924690.0,40.0,,,Water Production,Municipal,dda84b12-9ee5-4807-a863-daddb3899116,,4.0,08S01W03B002,SAN JOSE WATER
-122.00383840258,37.3375322551264,1789,Extraction (Env) - Active,85W1786,85W1786,H-3B,6124485.0,1948883.0,144.0,,,Water Production,Municipal,beb12d32-da8a-4fbb-8348-73ecff418186,,4.0,07S01W08M008,CWSC LOS ALTOS SUBURBAN
-122.004746694553,37.3366828167764,1790,Extraction (Env) - Active,85W1785,85W1785,3E,6124216.0,1948578.0,144.0,,,Water Production,Municipal,5bbb9081-569f-4c4a-a6cb-a43a1c8adba1,,4.0,07S01W08M012,CWSC LOS ALTOS SUBURBAN
-122.103338822686,37.4168480319925,1802,Destroyed,99W00545,08D00419,EX3,6096057.0,1978238.0,20.0,,,Water Production,Municipal,f102952a-d812-4c15-a99d-2573675fadfa,,6.0,06S02W17B060,CITY OF PALO ALTO
-122.137752513161,37.4254306812237,1831,Water Supply - Active,95W01603,95W01603,EW-11R,6086118.0,1981535.0,39.0,,,Water Production,Municipal,7f67f2e2-f0c9-4a25-971a-9650e1ac30b0,39.0,6.0,06S03W12G074,CITY OF PALO ALTO
-122.13776727877,37.425337569883,1832,Water Supply - Active,95W01602,95W01602,RW-6,6086114.0,1981502.0,30.0,,,Water Production,Municipal,9852dfc8-4c3d-4ff8-82ed-2a506e93379e,30.0,4.0,06S03W12G075,CITY OF PALO ALTO
-122.137789035068,37.4252295677451,1838,Destroyed,95W01599,98D00301,RW-3,6086107.0,1981462.0,30.0,,,Water Production,Municipal,5325afd2-b4cc-41bd-851a-5c4a44860e73,,4.0,06S03W12G085,CITY OF PALO ALTO
-121.97214530935,37.1652808116198,1846,Water Supply - Active,C20150305002,C20150305002,1,6132711.70631479,1886026.86906268,410.0,12.0,170 - 280,Water Production,Municipal,81134bc1-1872-4286-b6a8-dcc8ccc9a3fd,400.0,5.0,09S01W09G002,ALDERCROFT HEIGHTS COUNTY WATER DISTRICT
-122.004722542449,37.3363031001189,1863,Other - Active,90W1670,90W1670,SW-7,6124221.0,1948440.0,90.0,,,Water Production,Municipal,e49206bd-f080-42a5-ab04-4eaf8facc0ec,87.0,4.0,07S01W08M027,CWSC LOS ALTOS SUBURBAN
-122.003795496347,37.3375436920783,1876,Other - Active,90W2183,90W2183,VM-8D,6124498.0,1948887.0,92.0,,,Water Production,Municipal,3bd7ee91-b151-47ed-af04-3ac738540b4d,90.0,2.0,07S01W08M030,CWSC LOS ALTOS SUBURBAN
-122.005078246555,37.3357226614169,1895,Extraction (Env) - Active,93W1476,93W1476,E9AR,6124114.0,1948230.0,120.0,,,Water Production,Municipal,df8a0337-ad49-4251-86ba-2a7dddfd5700,,4.0,07S01W08M032,CWSC LOS ALTOS SUBURBAN
-121.979225914861,37.3377619437558,1998,Destroyed,91W1576,97D00882,RW-1,6131641.0,1948853.0,50.0,,,Water Production,Municipal,5e14fb64-a0f0-4cc3-9034-748e9f844f9f,,6.0,07S01W09L001,CITY OF SANTA CLARA
-121.563792976115,37.0718133712992,2034,Water Supply - Active,95W00295,95W00295, ,6251304.0,1850385.0,300.0,,,Water Production,Municipal,7c6b0944-d1b0-4185-87db-5fd2dba8eafc,,5.0,10S04E17D010,
-121.571043535691,37.0054909470778,2047,Destroyed,,95D00317,RW-1,6248913.0,1826262.0,0.0,,,Water Production,Municipal,c7af6a6a-4306-4077-9e06-8f238f1674dc,,0.0,11S04E06K001,CITY OF GILROY
-121.600864798583,37.0752792095915,2054,Water Supply - Active,86W1007,86W1007, ,6240504.0,1851772.0,0.0,,,Water Production,Municipal,5fc6975d-6b6a-4623-8f7a-60caafb768dd,126.0,6.0,10S03E12N013,
-121.600391847264,37.0933778797065,2060,Water Supply - Active,89W1008,89W1008, ,6240720.0,1858360.0,280.0,,,Water Production,Municipal,1b385faf-f002-4074-a26a-2241d671acf2,277.0,6.0,10S03E01M002,
-121.595997894359,37.1104115662467,2091,Water Supply - Active,94W1313,94W1313,2,6242074.0,1864546.0,480.0,,,Water Production,Municipal,8a9adf01-6b4b-44ef-951c-1f5dbc19a253,440.0,6.0,09S03E36F020,
-121.599495816396,37.1052328272803,2101,Water Supply - Active,90W1316,90W1316,1,6241032.0,1862673.0,350.0,,,Water Production,Municipal,9f6e6f4a-3abb-4ab9-bf97-b4f62b4d202c,280.0,8.0,09S03E36N010,
-121.902171313381,37.3655109695245,2120,Water Supply - Active,C20160120001,C20160120001,PW-4,6154190.87663499,1958610.10387818,745.0,48.0,410 - 710,Water Production,Municipal,3c67fe8f-9fd5-4f9f-9982-2790e6a078be,720.0,,06S01E31K029,SAN JOSE WATER
-121.537502650142,37.0000589957463,2151,Water Supply - Active,86W0980,86W0980,1,6258685.0,1824174.0,510.0,,,Water Production,Municipal,f9a1ad57-e8ba-4365-8d30-e22772f68823,,14.0,11S04E04P009,CITY OF GILROY
-121.536814246886,37.0003178899307,2153,Water Supply - Active,86W0981,86W0981,2,6258887.0,1824267.0,600.0,,,Water Production,Municipal,fa2a9a7c-2eb0-4ad6-b264-de1e2b290348,,14.0,11S04E04P010,CITY OF GILROY
-121.538899229474,36.9983188312646,2158,Destroyed,90W0862,10D00249, ,6258270.0,1823545.0,90.0,,,Water Production,Municipal,e16402f8-13c8-4b37-b06e-0ba0eba0a25a,,12.0,11S04E09C001,CITY OF GILROY
-121.540645090855,37.0081170726515,2174,Other - Active,89W0174,89W0174, ,6257800.0,1827118.0,270.0,,,Water Production,Municipal,aa9491b3-5060-49d3-9d63-82b90a6137a3,260.0,6.0,11S04E05H002,
-121.531926114936,36.9807925539891,2212,Other - Active,96W00131,96W00131,MW-24,6261291.0,1817655.0,138.0,,,Water Production,Municipal,1ffa40f2-d9ac-461b-84a1-cb6bb489b681,120.0,6.0,11S04E16G003,CITY OF GILROY
-121.649785608059,37.1419363596247,2267,Water Supply - Active,90W0508,90W0508, ,6226531.0,1876212.0,310.0,,,Water Production,Municipal,84f65d4a-7218-4e81-99ec-34a255d3ff41,310.0,6.0,09S03E21C001,CITY OF MORGAN HILL
-121.881121957304,37.4031269923253,2286,Destroyed,86W1665,09D00470,MW-1,6160510.0,1972214.0,37.0,,,Water Production,Municipal,88d2d599-09c4-47b1-bea5-0d0d382de785,,2.0,06S01E20A004,SAN JOSE WATER
-121.881188361669,37.4032091817381,2293,Destroyed,90W1431,09D00477,MW-7,6160491.0,1972244.0,37.0,,,Water Production,Municipal,71eaf0c6-fc9a-4893-ba33-de24561eb0d7,,4.0,06S01E20B010,SAN JOSE WATER
-121.606119671088,37.0463063666893,2309,Water Supply - Active,96W00467,96W00467,3,6238845.0,1841261.0,0.0,,,Water Production,Municipal,ca7092ee-9257-451a-b2e7-9e0e4515426b,,0.0,10S03E23R003,EMERALD VALLEY MUTUAL WATER COMPANY
-121.85142106866,37.3281030639015,2325,Water Supply - Active,C20161121001,C20161121001,PW-6,6168741.28839749,1944774.19653216,710.0,48.0,233 - 675,Water Production,Municipal,c5cf8434-0bb5-47ef-ae63-a31ca9ad67e6,695.0,18.0,07S01E15C015,SAN JOSE WATER
-121.611826390226,37.0815738947581,2379,Destroyed,88W0798,12D00252,10S03E11T001,6237334.0,1854101.0,0.0,,,Water Production,Municipal,20b43d05-34b3-417e-b98c-115f502cab8a,,10.0,10S03E11F008,CAL AM - WEST SAN MARTIN
-121.596593417205,37.0605191421525,2390,Water Supply - Active,84W0542,84W0542, ,6241687.0,1846383.0,266.0,,,Water Production,Municipal,85e54ae3-e764-41bc-bc2c-059d0312835b,266.0,5.0,10S03E13P010,CAL AM - WEST SAN MARTIN
-121.97536584061,37.3385633165193,2413,Destroyed,97W00170,D20160620013,MW 17,6132767.31963926,1949126.65988652,40.0,,,Water Production,Municipal,609bab47-e20b-4b93-a8c5-0607876bbda6,40.0,2.0,07S01W09G044,CITY OF SANTA CLARA
-121.683779769126,37.1080676948539,2439,Water Supply - Active,93W1134,93W1134, ,6216467.0,1864005.0,600.0,,,Water Production,Municipal,b863c1c8-9bd0-488c-9482-0501a412efbe,550.0,5.0,09S03E31K014,
-121.850933038221,37.3291716887937,2456,Water Supply - Active,C20151228002,C20151228002,PW-2,6168889.15039863,1945161.245131,721.0,48.0,250 - 660,Water Production,Municipal,a92a9d59-686c-49bc-923d-368168cffe61,670.0,18.0,07S01E15C014,SAN JOSE WATER
-121.662670696643,37.1018040370309,2485,Water Supply - Active,97W00172,97W00172,2,6222594.0,1861647.0,0.0,,,Water Production,Municipal,b762e2c2-ff1e-43e6-908f-eb20bdf70027,,0.0,09S03E32P008,
-121.819161710713,37.3564482250627,2529,Destroyed,92W1620,14D00644,3926/EX-1,6178266.0,1954960.0,0.0,,,Water Production,Municipal,aded498a-52e8-4743-9984-c05108b69dcb,,5.0,07S01E01E003,SAN JOSE WATER
-121.88477429884,37.4356342131042,2561,Destroyed,90W0775,03D00386,S-11,6159624.0,1984064.0,0.0,,,Water Production,Municipal,01476420-1287-4301-a68f-0a616f0a67fe,,0.0,06S01E05Q003,CITY OF MILPITAS
-121.884137059131,37.4360955924944,2563,Destroyed,91W0891,03D00384,SR 1,6159811.0,1984229.0,0.0,,,Water Production,Municipal,41d93e9f-68bd-4767-ba01-936d17247db7,,6.0,06S01E05Q005,CITY OF MILPITAS
-121.992575181817,37.3526465394767,2630,Destroyed,86W1883,03D00621,4425/MW-1,6127847.0,1954333.0,0.0,,,Water Production,Municipal,ee5196c1-bc46-4e89-a3df-3b6831d068b6,,2.0,07S01W05G004,CITY OF SANTA CLARA
-121.908991298764,37.3720805945872,2641,Destroyed,90W0829,99D00696,R-1,6152245.0,1961032.0,29.0,,,Water Production,Municipal,fcb16007-bb48-4f78-8811-10ccc9b6fbb8,,6.0,06S01E31D002,SAN JOSE WATER
