X,Y,OBJECTID,STATUS,ORIG_PERMIT,CURRENT_PERMITNUM,CONSULTNUM,X_COORD,Y_COORD,BORE_DEPTH,BORE_DIAMETER,SCREEN_INTERVAL,WELL_TYPE_VALUE,WELL_PURPOSE_VALUE,GlobalID,CASING_DEPTH,CASING_DIAMETER,WELL_NBR,WATER_SYSTEM_NAME
-121.839726921564,37.3647873815713,15615,Destroyed,,88D0066, ,6172333.0,1958081.0,0.0,,,Water Production,Municipal,3f549111-d9c2-4db9-b565-c16b695ad515,,0.0,06S01E35M010,SAN JOSE WATER
-121.944548742225,37.2858819360127,15627,Destroyed,,93D0119, ,6141430.0,1929808.0,0.0,,,Water Production,Municipal,bddd05ce-9d93-4e76-a128-240212ca12fb,,0.0,07S01W35C002,SAN JOSE WATER
-122.122284874137,37.4106524320445,15628,Destroyed,,06D00069, ,6090516.0,1976077.0,0.0,,,Water Production,Municipal,a70ba758-3026-423a-b648-723887f1192f,,0.0,06S02W18G010,CITY OF PALO ALTO
-121.60110002244,37.0033707403438,15650,Water Supply - Active,,, ,6240128.0,1825592.0,0.0,,,Water Production,Municipal,0e38dbe9-43b2-4b65-be79-c3eb03fd1a45,,0.0,11S03E01M001,CITY OF GILROY
-121.76949245279,37.3021383979905,15654,Destroyed,,05D00500, ,6192433.0,1934988.0,0.0,,,Water Production,Municipal,ae33ac5d-d3f0-42bd-8d1e-30f59e716351,,0.0,07S02E29A001,CITY OF SAN JOSE - EVG/EDV/COY
-121.763120122168,37.2981098539718,15655,Water Supply - Active,,, ,6194266.0,1933496.0,0.0,,,Water Production,Municipal,7078099d-644f-485a-98b3-cdf85a96f281,,0.0,07S02E28F004,CITY OF SAN JOSE - EVG/EDV/COY
-121.560488084964,36.971078747165,15656,Water Supply - Active,,, ,6251853.0,1813699.0,0.0,,,Water Production,Municipal,fe334de3-a9f0-4843-80aa-467deb663e8b,,0.0,11S04E17N001,
-121.806070002427,37.3409113604788,15658,Water Supply - Active,80W0140,80W0140,LAKE CNGHM,6181992.0,1949250.0,505.0,,,Water Production,Municipal,b0f06c58-7ae5-46da-8cd0-f74df7f52f31,430.0,12.0,07S01E12H002,CITY OF SAN JOSE - EVG/EDV/COY
-121.859385240017,37.3011375999534,15659,Water Supply - Active,,, ,6166284.0,1934991.0,0.0,,,Water Production,Municipal,d3cfce55-fa02-44f2-abce-667904ddd0fa,,0.0,07S01E27D001,SAN JOSE WATER
-122.130232163454,37.3957269946562,15660,Water Supply - Active,,, ,6088114.0,1970684.0,0.0,,,Water Production,Municipal,71a88c10-c4df-4fb3-9edd-050ef7be8f96,,0.0,06S02W19M016,CITY OF PALO ALTO
-122.132682095609,37.3992844704685,15661,Water Supply - Active,,, ,6087425.0,1971991.0,0.0,,,Water Production,Municipal,7836b78c-ad8e-4e44-97fe-1561e738d389,,0.0,06S03W24H011,CITY OF PALO ALTO
-122.005149876419,37.3728610502012,15662,Water Supply - Standby,97S00002,97S00002, ,6124311.0,1961751.0,0.0,0.0,,Water Production,Municipal,f6f3ab2e-2fae-41c1-acbc-6afe4a7c9ee2,0.0,0.0,06S01W32D002,CITY OF SUNNYVALE
-121.828155218434,37.30108453058,15665,Water Supply - Active,,01W00224, ,6175366.0,1934841.0,0.0,,,Water Production,Municipal,eb6bdb40-b44c-4018-8d53-73a154f81daa,,0.0,07S01E26B001,SAN JOSE WATER
-121.969871033765,37.4006949163132,15667,Destroyed,,13D00253,33,6134720.0,1971721.0,0.0,,,Water Production,Municipal,9c173282-b159-4b0c-990f-1eee62b78632,,0.0,06S01W21A002,CITY OF SANTA CLARA
-122.01390881785,37.3201827064951,15668,Destroyed,,12D00311,29-01,6121456.0,1942614.0,0.0,,,Water Production,Municipal,965796b0-540e-4cbb-b98c-e1a85296d7c1,,0.0,07S01W18K001,CWSC LOS ALTOS SUBURBAN
-121.989557272755,37.3301416066453,15669,Water Supply - Active,75W0002,75W0002,9-02,6128594.0,1946126.0,923.0,,,Water Production,Municipal,ac805565-a314-416c-9946-5ed11e02e1ce,760.0,14.0,07S01W17A002,CITY OF SANTA CLARA
-121.874793265941,37.344834407691,15670,Water Supply - Active,,,17TH ST 7,6162036.0,1950965.0,0.0,,,Water Production,Municipal,24b2afd1-b703-4b48-bcfa-36feaf3af480,,0.0,07S01E09D005,SAN JOSE WATER
-121.874622869904,37.3445486803835,15671,Water Supply - Active,,,17TH ST 6,6162084.0,1950860.0,0.0,,,Water Production,Municipal,ccd6f78d-eac4-415e-9407-b7b0b6ddf69f,,0.0,07S01E09D004,SAN JOSE WATER
-121.87445643993,37.3447590445125,15672,Destroyed,,97D00654,17TH ST 1,6162134.0,1950936.0,0.0,,,Water Production,Municipal,dd3cab92-9580-4576-a7bc-de3069456be4,,0.0,07S01E09D002,SAN JOSE WATER
-121.874625827158,37.3448964560108,15673,Water Supply - Active,,,17TH ST 3,6162085.0,1950986.0,0.0,,,Water Production,Municipal,cea7d089-fcdf-40df-9c4d-3fefaeae998d,,0.0,07S01E09D003,SAN JOSE WATER
-121.903191538134,37.3201582620652,15674,Destroyed,,D20181019002,HOME    1,6153647.14191229,1942103.36199234,756.0,,,Water Production,Municipal,e22288c0-9fe3-4ff7-b3c2-0249c7ca4265,756.0,16.0,07S01E18K003,SAN JOSE WATER
-121.899166768556,37.3303128483291,15675,Destroyed,,06D00911,DELMAS  2,6154873.0,1945783.0,0.0,,,Water Production,Municipal,79280519-ee9a-4e2d-9ce7-7a2155c95bb6,,0.0,07S01E18A002,SAN JOSE WATER
-121.89755436269,37.3307255635121,15676,Destroyed,,06D00259,MAIN  R,6155344.0,1945926.0,0.0,,,Water Production,Municipal,99bf1739-359b-466d-bdd3-54e72d453ee5,,0.0,07S01E18A001,SAN JOSE WATER
-121.897618500604,37.3317641140353,15677,Destroyed,,06D00387,MAIN    5,6155331.0,1946304.0,0.0,,,Water Production,Municipal,1b199119-c6b4-4ebd-9bfb-5e26a4b472c9,,0.0,07S01E07R014,SAN JOSE WATER
-121.897673121767,37.3318338488438,15678,Destroyed,,08D00024,MAIN    9,6155315.0,1946330.0,0.0,,,Water Production,Municipal,72e21f99-a3b2-4177-8a82-515b0fe7566d,,0.0,07S01E07R013,SAN JOSE WATER
-121.887762086492,37.3240965281425,15679,Destroyed,,12D00124,GRANT   1,6158155.0,1943470.0,0.0,,,Water Production,Municipal,fd8deed1-1e59-4675-8b60-2ae63a7803b2,,0.0,07S01E17F001,SAN JOSE WATER
-121.868514221768,37.32819241657,15680,Water Supply - Active,,,12TH ST 8,6163773.0,1944879.0,0.0,,,Water Production,Municipal,c1e755f2-5fc0-438e-a9da-3f21a31a56d2,,0.0,07S01E16C006,SAN JOSE WATER
-121.868141367924,37.327553683519,15681,Water Supply - Active,,,12TH ST 13,6163878.0,1944645.0,0.0,,,Water Production,Municipal,574fd57f-d1b7-49f0-92e4-95f596623930,,0.0,07S01E16F010,SAN JOSE WATER
-121.902401254246,37.4048988205209,15729,Destroyed,01W00152,10D00295,EW4,6154339.0,1972951.0,23.0,,,Water Production,Municipal,12042e41-6fd4-4604-88f1-fb88d326ab44,,4.0,06S01E18Q052,CITY OF MILPITAS
-122.102308941044,37.4037624049463,15736,Destroyed,01W00255,D20150804001,DP-1,6096274.0,1973469.0,23.0,,,Water Production,Municipal,94248478-16d4-4c05-8df6-39967c1d536b,23.0,4.0,06S02W17Q099,CITY OF MOUNTAIN VIEW
-122.101423279429,37.4034064166935,15740,Destroyed,01W00262,D20150804008,DP-8,6096529.0,1973335.0,25.0,,,Water Production,Municipal,29e012f4-0b2b-4c92-aa92-99bf862135b6,25.0,4.0,06S02W17Q100,CITY OF MOUNTAIN VIEW
-122.101378118425,37.4033878052282,15744,Destroyed,01W00263,01W00263,DP-9,6096542.0,1973328.0,25.0,,,Water Production,Municipal,fb7a31c9-ab48-4f4c-b705-fd6b410c7473,,4.0,06S02W17Q101,CITY OF MOUNTAIN VIEW
-121.876802987674,37.2671226857024,15943,Destroyed,,13D00393,BRYAN   2,6161036.0,1922681.0,0.0,,,Water Production,Municipal,8c5b4e41-9a06-4845-8edd-99b4c5f97209,,0.0,08S01E05H004,SAN JOSE WATER
-121.87490162073,37.2630272755039,15947,Destroyed,,D20170810004,BRANHAM 4,6161567.0,1921182.0,432.0,,,Water Production,Municipal,564eb34d-50f0-454c-a6ba-b723918d374d,432.0,16.0,08S01E04M004,SAN JOSE WATER
-121.987401123834,37.3700958290533,15951,Water Supply - Active,,,21,6129452.0,1960662.0,0.0,,,Water Production,Municipal,023fb368-b966-4943-bc38-2e24784b2504,,0.0,06S01W32H001,CITY OF SANTA CLARA
-121.901820568873,37.245127599121,15954,Abandoned,,, ,6153637.0,1914782.0,0.0,,,Water Production,Municipal,17c4619b-5ace-4290-a563-47040ea9497b,,0.0,08S01E07Q001,SAN JOSE WATER
-122.086124171538,37.4217691400792,15959,Destroyed,00W00440,06D00317,OEXS-2,6101086.0,1979944.0,30.0,,,Water Production,Municipal,25183abd-27cb-4663-a674-f493f8e47440,,6.0,06S02W09K017,CITY OF MOUNTAIN VIEW
-121.914856736122,37.3336749110884,15963,Destroyed,01W00035,12D00279,MW-9,6150330.0,1947075.0,0.0,,,Water Production,Municipal,7f611f5a-9d58-4496-b20e-a5e417f954af,,4.0,07S01W12R011,SAN JOSE WATER
-121.914960766422,37.3337165249234,15967,Destroyed,01W00110,12D00280,MW-10,6150300.0,1947091.0,0.0,,,Water Production,Municipal,dd33628d-093a-467d-b4be-2de8b47f1945,,2.0,07S01W12R012,SAN JOSE WATER
-121.868681581498,37.2535568247207,15982,Destroyed,,89D0228, ,6163327.0,1917708.0,0.0,,,Water Production,Municipal,f4660f02-aa4a-47d8-ba64-b3ad1ec03492,,0.0,08S01E09F003,SAN JOSE WATER
-121.545492718132,37.0406563912537,15984,Water Supply - Active,,, ,6256517.0,1838981.0,0.0,,,Water Production,Municipal,a43f2bf7-5563-4bb7-896f-d5e9b8862c62,,0.0,10S04E28D007,
-121.836405641549,37.3158043034724,15991,Destroyed,00W01142,D20150831001,MW-1,6173043.0,1940234.0,25.0,,,Water Production,Municipal,36c07155-e48a-4097-8bea-d69a5cabf8ac,,4.0,07S01E23D049,SAN JOSE WATER
-121.836313593877,37.3156570281031,15996,Destroyed,00W01143,D20150831002,MW-2,6173069.0,1940180.0,25.0,,,Water Production,Municipal,8b044132-b93b-40a2-8cbe-97edc2acc109,,4.0,07S01E23D050,SAN JOSE WATER
-121.827926272903,37.3044560202953,16040,Abandoned,,, ,6175450.0,1936067.0,0.0,,,Water Production,Municipal,84b03299-c6ef-4a39-aa23-babf555f84a2,,0.0,07S01E23Q001,SAN JOSE WATER
-121.842147828254,37.2763014102662,16079,Destroyed,00W00332,12D00042,P-3,6171167.0,1925876.0,0.0,,,Water Production,Municipal,9297c6f9-cbf5-4b96-b7f5-1371c4b46d20,,3.0,07S01E34R008,SAN JOSE WATER
-121.80762748889,37.3039935569359,16084,Abandoned,,, ,6181351.0,1935816.0,0.0,,,Water Production,Municipal,3e13dbd4-11d5-47ca-bec9-e4871ca02bea,,0.0,07S01E24R001,CITY OF SAN JOSE - EVG/EDV/COY
-121.799108028432,37.2472585935782,16085,Destroyed,90W0126,D20220914004,RB-08,6183542.0,1915126.0,85.0,,,Water Production,Municipal,1355a38e-5e10-4dfb-ac6c-c5750980b82e,,10.0,08S02E07N009,"WESTERN DIGITAL TECHNOLOGIES, INC."
-121.803526856586,37.2362280905351,16087,Destroyed,00W00349,14D01363,5995/EW-3,6182200.0,1911128.0,40.0,,,Water Production,Municipal,a8d1dfa5-02f0-4f7b-ad62-39c8b56b897d,40.0,4.0,08S02E18M027,GREAT OAKS WC INC
-121.799083118149,37.2476049550756,16089,Destroyed,90W0125,D20220914003,RB-07,6183551.0,1915252.0,96.0,,,Water Production,Municipal,cce76937-e52f-4383-9bea-32e280ec9e1f,,10.0,08S02E07N010,"WESTERN DIGITAL TECHNOLOGIES, INC."
-121.802836263237,37.2491206973069,16117,Destroyed,83W0008,04D00240,RB-3,6182466.0,1915819.0,102.0,,,Water Production,Municipal,efb7c612-c54f-49bf-ac6e-59da1cbceb47,,12.0,08S02E07M004,GREAT OAKS WC INC
-121.830862485579,37.29226967517,16126,Destroyed,,86D0219, ,6174533.0,1931643.0,0.0,,,Water Production,Municipal,59dfc209-7183-4d4e-b2b2-735393daccfe,,0.0,07S01E26K004,SAN JOSE WATER
-121.913173436112,37.2941522410628,16135,Destroyed,00W00084,10D00297,MW-1,6150602.0,1932679.0,85.0,,,Water Production,Municipal,2ce3ce8c-62f4-4ad9-a759-21e1678c3a16,,4.0,07S01E30E003,SAN JOSE WATER
-121.857007545885,37.2991456066595,16147,Abandoned,,, ,6166965.0,1934255.0,0.0,,,Water Production,Municipal,5c65678f-cadf-4c12-b7e9-3ff0ebed9907,,0.0,07S01E27D002,SAN JOSE WATER
-121.821752709809,37.3490163110068,16222,Abandoned,,, ,6177475.0,1952265.0,0.0,,,Water Production,Municipal,e056a5a5-a0a9-4696-8a90-281ae4dbfb64,,0.0,07S01E01N001,SAN JOSE WATER
-121.910580834421,37.3033903259144,16234,Abandoned,,, ,6151407.0,1936031.0,0.0,,,Water Production,Municipal,0fae8b52-ad3c-4a53-aa4a-b44302c2c8d0,,0.0,07S01E19N001,SAN JOSE WATER
-121.827365239075,37.2827317683959,16238,Abandoned,,, ,6175501.0,1928156.0,0.0,,,Water Production,Municipal,9f341505-545e-45e5-9093-c97c74b248f5,,0.0,07S01E35G001,SAN JOSE WATER
-121.934943611152,37.3569108090665,16258,Abandoned,,, ,6144620.0,1955624.0,0.0,,,Water Production,Municipal,3d12a52e-a198-48c4-abb0-47b697150335,,0.0,07S01W02A001,CITY OF SANTA CLARA
-121.530534307092,37.050954903749,16288,Water Supply - Active,,, ,6260924.0,1842682.0,0.0,,,Water Production,Municipal,9233851e-8aea-41ec-bcd2-f3dddf083504,,0.0,10S04E21H002,
-121.889448942035,37.3879744986478,16342,Water Supply - Standby,00W00154,S24-0031,,6158009.0,1966733.0,390.0,,,Water Production,Municipal,b2b55ab7-7af6-4cf2-ae62-5c23c6a8578e,,8.0,06S01E29C011,SAN JOSE WATER
-121.831329609527,37.2372054512349,16360,Destroyed,00W00644,09D00161,MW-3,6174112.0,1911598.0,21.0,,,Water Production,Municipal,39c241f1-8c08-40a7-9599-12bbb7461715,,4.0,08S01E14F006,SAN JOSE WATER
-121.901467654934,37.3954167021867,16381,Destroyed,,85D0040, ,6154559.0,1969495.0,0.0,,,Water Production,Municipal,fc963069-1156-44fa-94e9-131018610099,,0.0,06S01E19K002,SAN JOSE WATER
-122.048726457352,37.372214831335,16402,Other - Active,00W00217,00W00217,73326 MW14,6111646.0,1961722.0,65.0,,,Water Production,Municipal,dcf07a15-d1e6-4cb5-a553-40bf8884bbc6,,4.0,06S02W35B032,CITY OF SUNNYVALE
-121.828895787758,37.3002881553474,16407,Water Supply - Active,,,EGN 5,6175147.0,1934554.0,0.0,,,Water Production,Municipal,ce4c38e2-74c7-4729-bf9c-f1cda981e187,,0.0,07S01E26B011,SAN JOSE WATER
-121.593888119167,37.0748508439746,16409,Water Supply - Active,,, ,6242538.0,1851592.0,0.0,,,Water Production,Municipal,e56ccf15-4b2f-4739-8b2a-4293051760c8,,0.0,10S03E12P007,SCC ANIMAL SHELTER/AIRPORT
-121.827130268543,37.3000012217572,16413,Water Supply - Active,,,EGN 4,6175659.0,1934442.0,0.0,,,Water Production,Municipal,31960497-7f41-474a-b624-ae0f500cde4a,,0.0,07S01E26B010,SAN JOSE WATER
-121.87478549731,37.3124349287166,16417,Destroyed,,D20181019010,COTTAGE 5,6161865.0,1939169.0,0.0,,,Water Production,Municipal,e2d72ab6-394b-487f-9ba7-f351d333c094,,0.0,07S01E21E004,SAN JOSE WATER
-121.874605826168,37.312201844659,16421,Water Supply - Active,,,COTTAGE 3,6161916.04466578,1939083.35714578,0.0,,,Water Production,Municipal,727690b7-6d1b-4fd2-b3f3-bcb52db05eca,,0.0,07S01E21E002,SAN JOSE WATER
-121.874276497497,37.3128069083245,16426,Water Supply - Active,,,COTTAGE 7,6162015.0,1939302.0,0.0,,,Water Production,Municipal,50177ccb-6043-4f70-966e-c566f726f981,,0.0,07S01E21E006,SAN JOSE WATER
-121.881622057508,37.3026655855433,16430,Water Supply - Active,,,WIL GLN 5,6159825.0,1935642.0,0.0,,,Water Production,Municipal,cf7819e4-499a-4a06-83b9-537ef6834471,,0.0,07S01E20Q005,SAN JOSE WATER
-121.880705160572,37.2991914199881,16434,Water Supply - Active,,,MALONE  1,6160073.0,1934373.0,0.0,,,Water Production,Municipal,af8313ba-e7eb-42b7-8db5-3d2fea2c38d4,,0.0,07S01E29A001,SAN JOSE WATER
-121.877239864448,37.266634745343,16438,Destroyed,,13D00394,BRYAN   3,6160906.0,1922505.0,0.0,,,Water Production,Municipal,d57d0b31-57e4-4234-beaf-ed46fbbfafbc,,0.0,08S01E05H005,SAN JOSE WATER
-121.877955951985,37.2670904916832,16442,Destroyed,,13D00395,BRYAN   4,6160700.0,1922674.0,0.0,,,Water Production,Municipal,2b821945-a267-4251-b941-cadf859a2b25,,0.0,08S01E05H006,SAN JOSE WATER
-122.002380846505,37.3671010320283,16451,Abandoned,,, ,6125082.0,1959641.0,0.0,,,Water Production,Municipal,196c4dd1-85df-4b64-982d-b06787473b8a,,0.0,06S01W32E002,CITY OF SUNNYVALE
-121.794923901316,37.2502817103221,16495,Destroyed,,06D00847,YOSHIKA,6184775.0,1916210.0,0.0,,,Water Production,Municipal,8329b9c0-4017-4eae-a01a-fb481ec0275a,,0.0,08S02E07L002,"WESTERN DIGITAL TECHNOLOGIES, INC."
-121.817500610768,37.1984816693483,16499,Water Supply - Active,,, ,6177939.0,1897443.0,0.0,,,Water Production,Municipal,6a1133ed-2b57-4e90-bb07-088cd0a22d9c,,0.0,08S01E36D004,GREAT OAKS WC INC
-122.128890782902,37.3961463863086,16503,Water Supply - Active,,, ,6088506.0,1970830.0,0.0,,,Water Production,Municipal,bc20ae62-9e07-431f-9832-009ab6b7062f,,0.0,06S02W19M011,
-121.874935640828,37.4165515913857,16506,Destroyed,99W00904,08D00325,EX-2,6162378.0,1977075.0,50.0,,,Water Production,Municipal,8e904b04-f402-44b7-8cc8-ca7489cf2eb4,,0.0,06S01E16D028,CITY OF MILPITAS
-122.103524428997,37.4018394736846,16507,Water Supply - Active,,, ,6095908.96511587,1972774.99344634,0.0,,,Water Production,Municipal,dd905d20-cb72-422a-9dc0-abc6ab23e8e2,,0.0,06S02W20B002,CITY OF MOUNTAIN VIEW
-121.874767769956,37.4165221554532,16510,Destroyed,99W00905,08D00324,EX-3,6162427.0,1977063.0,50.0,,,Water Production,Municipal,f84b6eb5-5cf1-42b1-ae85-df49ab8d8c51,,0.0,06S01E16D029,CITY OF MILPITAS
-121.874788655787,37.4165873337284,16514,Destroyed,99W00906,08D00323,EX-4,6162421.0,1977087.0,50.0,,,Water Production,Municipal,30e3f651-0fab-410b-80f4-7ae7bc43e017,,0.0,06S01E16D030,CITY OF MILPITAS
-121.892455592511,37.4051665711582,16515,Destroyed,,13D00492, ,6157229.0,1973005.0,155.0,,,Water Production,Municipal,094abb86-b919-4d4c-8c40-d5a992b55987,,10.0,06S01E17N002,CITY OF MILPITAS
-122.078142848648,37.3695646746576,16519,Other Water Producing,,, ,6103083.0,1960900.0,0.0,,,Water Production,Municipal,31c23b82-900d-46e0-b5e7-4c6eab8318fb,,0.0,06S02W33H010,CITY OF MOUNTAIN VIEW
-121.971618441148,37.391003201915,16532,Water Supply - Active,,, ,6134157.0,1968201.0,0.0,,,Water Production,Municipal,3f7cd842-dc0f-4b2b-9d61-65b27962c904,,0.0,06S01W21R001,CITY OF SANTA CLARA
-121.950556505962,37.3714981979435,16536,Water Supply - Active,76W0166,76W0166,3,6140165.0,1961004.0,687.0,,,Water Production,Municipal,5d569d6f-a501-40ec-a497-24bc79bf7d13,672.0,0.0,06S01W34A004,CITY OF SANTA CLARA
-121.891348492585,37.4232873396622,16539,Destroyed,87W0442,08D00564,E-7S,6157649.0,1979597.0,22.0,,,Water Production,Municipal,58833d2c-c6b7-4ddb-a2b0-024807c5c142,,5.0,06S01E08M001,CITY OF MILPITAS
-121.9028163334,37.3940869347489,16540,Destroyed,,06D00101, ,6154160.0,1969016.0,0.0,,,Water Production,Municipal,353a8b63-3097-49d7-8f21-1b2c07797ff9,,0.0,06S01E19K001,SAN JOSE WATER
-121.548805930377,37.0466579518936,16541,Water Supply - Active,,, ,6255574.0,1841177.0,0.0,,,Water Production,Municipal,2be2391d-6576-4a94-962a-bd7ebb2de7c6,,0.0,10S04E20R001,
-121.901951914246,37.3777505028185,16544,Destroyed,,08D00176, ,6154322.0,1963065.0,0.0,,,Water Production,Municipal,8939e680-1d35-474c-ae8a-daae403dd5f3,,0.0,06S01E30Q010,SAN JOSE WATER
-121.58746623478,37.0415373634312,16545,Water Supply - Active,,, ,6244270.0,1839442.0,0.0,,,Water Production,Municipal,72c4573b-9ba4-4433-823b-e7665aee410c,,0.0,10S03E25A004,
-121.891135551438,37.424623314822,16547,Destroyed,87W0300,12D00474,E-8S,6157718.0,1980083.0,34.0,,,Water Production,Municipal,71c2336b-b0d6-49e3-b807-fb41f2bd4db6,34.0,5.0,06S01E08M002,CITY OF MILPITAS
-121.886686082648,37.3723285918167,16548,Water Supply - Active,,, ,6158728.0,1961025.0,0.0,,,Water Production,Municipal,7e58f263-ba4d-4fa9-9f20-e2c5fd0a94e1,,0.0,06S01E32C001,SAN JOSE WATER
-122.085776000704,37.3289144186343,16552,Water Supply - Active,,,SHOP,6100614.0,1946139.0,0.0,,,Water Production,Municipal,466db65e-2076-4174-9be0-9a98df8cdf79,,0.0,07S02W16B010,CITY OF CUPERTINO
-121.572974185916,37.0375750987842,16553,Water Supply - Active,,, ,6248483.0,1837950.0,0.0,,,Water Production,Municipal,eaf25354-2ebc-4645-abd2-0e0d4bc6c15e,,0.0,10S04E30G001,CITY OF GILROY
-122.08505130551,37.329465289824,16555,Water Supply - Active,,,FIELD,6100828.0,1946336.0,0.0,,,Water Production,Municipal,b5fb0867-349f-4cc8-ad8c-da0703a82f4e,,0.0,07S02W16B011,CITY OF CUPERTINO
-121.890991458073,37.3672369219056,16559,Destroyed,,01D00038, ,6157449.0,1959190.0,0.0,,,Water Production,Municipal,8cfd8130-3841-43f0-849c-7a12e21fdbdf,,0.0,06S01E32E004,SAN JOSE WATER
-121.880403509893,37.3661943304798,16563,Water Supply - Standby,,S25-0044,,6160520.0,1958765.0,0.0,,,Water Production,Municipal,4dc405ba-e60c-46ea-957e-d0b5489c366d,,0.0,06S01E32J001,SAN JOSE WATER
-121.589562237899,37.0114184266316,16564,Water Supply - Active,,, ,6243531.0,1828483.0,0.0,,,Water Production,Municipal,8d7b80c9-6c08-4408-9849-b9a51f11e70e,,0.0,11S03E01B001,CITY OF GILROY
-121.877616015108,37.3435222990036,16567,Destroyed,,06D00386, ,6161209.0,1950499.0,0.0,,,Water Production,Municipal,2b074e17-da86-430a-b31d-c8e3848cd43d,,0.0,07S01E08A001,SAN JOSE WATER
-121.944626362954,37.3690000574702,16571,Destroyed,,D20190624001, ,6141874.0,1960068.0,0.0,,,Water Production,Municipal,50e7d943-02cd-46dc-a85e-33b25073de2c,,0.0,06S01W35F001,CITY OF SANTA CLARA
-121.569575498074,37.0117429380635,16572,Destroyed,,06D00493,3,6249368.0,1828534.0,0.0,,,Water Production,Municipal,f4225feb-8c6d-4396-8876-3de648a79a98,,0.0,11S04E06B002,CITY OF GILROY
-121.936853332428,37.3483211762207,16575,Destroyed,,03D00364, ,6144017.0,1952505.0,0.0,,,Water Production,Municipal,cedf3bf5-556c-4af5-b511-153421a5e152,,0.0,07S01W02Q001,CITY OF SANTA CLARA
-121.569207973935,37.010948063503,16576,Destroyed,,06D00491,1,6249472.0,1828243.0,0.0,,,Water Production,Municipal,30cab876-f46e-417e-8237-00491ad69668,,0.0,11S04E06B004,CITY OF GILROY
-121.948519100846,37.3381366420464,16579,Water Supply - Active,,, ,6140569.0,1948849.0,0.0,,,Water Production,Municipal,27e45c69-d3df-42e0-b4cc-ca5f22ebc133,,0.0,07S01W11E010,
-121.520330190168,37.0066755329041,16584,Water Supply - Active,,, ,6263726.0,1826528.0,0.0,,,Water Production,Municipal,e6c44097-9ccb-4e55-8ebb-57d26c887357,,0.0,11S04E03L001,
-121.860967881104,37.3226626399855,16585,Water Supply - Active,,,JPN FRNDSH,6165937.0,1942834.0,0.0,,,Water Production,Municipal,32ea4e8f-3461-47c2-b217-1429d572d0b0,,0.0,07S01E16J001,SAN JOSE WATER
-121.512363784702,37.0016958908433,16588,Water Supply - Active,,, ,6266032.0,1824690.0,0.0,,,Water Production,Municipal,d51d9aaf-b849-4efc-baaa-1403d0727463,,0.0,11S04E03R004,
-121.868600035132,37.3171936860849,16589,Destroyed,,97D01215,1,6163689.0,1940875.0,546.0,,,Water Production,Municipal,4f95a0da-63f5-4bc6-97fd-4a836021c07d,,0.0,07S01E16P001,SAN JOSE WATER
-121.542513071912,37.0012909101122,16592,Water Supply - Active,77W0070,77W0070,SOUTH,6257227.0,1824639.0,0.0,,,Water Production,Municipal,53cb5432-a569-4944-a46d-f4c1558863b6,,0.0,11S04E04N002,CITY OF GILROY
-121.798503920387,37.3439050286629,16593,Other Water Producing,,, ,6184206.0,1950309.0,0.0,,,Water Production,Municipal,27901faa-a9de-4078-8d72-3e61ea82950f,,0.0,07S02E07C007,SAN JOSE WATER
-121.85806134607,37.3077687231562,16601,Water Supply - Standby,,06S00005, ,6166704.0,1937399.0,0.0,,,Water Production,Municipal,4fa8e3a6-f9c9-4e3f-979d-7b149eaffdb8,,0.0,07S01E22M001,SAN JOSE WATER
-121.858575592044,37.3005749777976,16605,Water Supply - Active,,, ,6166516.0,1934782.0,0.0,,,Water Production,Municipal,4d9106c4-9666-4132-b382-0be1f27664df,,0.0,07S01E27D010,SAN JOSE WATER
-121.938143642858,37.2455394545771,16609,Water Supply - Active,91W1471,10S00017, ,6143067.0,1915092.0,355.0,,,Water Production,Municipal,a12edd19-49ad-42d5-85c2-8a703b53a001,,8.0,08S01W11Q001,SAN JOSE WATER
-121.541637984366,36.9687009859386,16612,Water Supply - Active,,R20151229001, ,6257350.0,1812771.0,0.0,,,Water Production,Municipal,0508c8a8-df38-45af-b217-62e08167cd7d,,0.0,11S04E21D005,
-121.798556215811,37.2470401721499,16613,Destroyed,,07D00638,FELICE,6183702.0,1915044.0,0.0,,,Water Production,Municipal,ce7aae2f-b767-4895-8a90-5c14e40478e7,,0.0,08S02E07P001,"WESTERN DIGITAL TECHNOLOGIES, INC."
-121.786438266022,37.2453611562815,16617,Destroyed,,00D00844,CHRISTOPHE,6187220.0,1914384.0,0.0,,,Water Production,Municipal,5a5b0e5f-40d3-405e-a2a3-b652f0a77dc8,,0.0,08S02E07R002,GREAT OAKS WC INC
-122.12334434359,37.3610281262117,16620,Water Supply - Active,,, ,6089895.0,1958017.0,0.0,,,Water Production,Municipal,4e792e77-b773-4c03-9460-d3ff8bb8323c,,0.0,06S02W31Q010,PURISSIMA HILLS WATER DISTRICT
-121.739000206771,37.2166017668932,16624,Water Supply - Active,,, ,6200889.0,1903727.0,0.0,,,Water Production,Municipal,a3343f43-5073-485e-a791-4065114173c3,,0.0,08S02E22Q003,CITY OF SAN JOSE - EVG/EDV/COY
-121.744412210507,37.2254436305302,16625,Destroyed,,02D00193, ,6199356.0,1906967.0,0.0,,,Water Production,Municipal,8513a0ca-58a1-4d41-81cf-28bac46bdc6d,,0.0,08S02E22F004,CITY OF SAN JOSE - EVG/EDV/COY
